0,04-07-2025 20:24:49,Hardware monitoring log v1.6,,,,,,,,,,,,,,
1,04-07-2025 20:24:49,NVIDIA GeForce RTX 2070,,,,,,,,,,,,,,
2,04-07-2025 20:24:49,GPU temperature,GPU usage,Framerate,BUS usage,Memory usage,Memory clock,Power percent,Power,Fan speed,No load limit,CPU temperature,CPU8 usage,CPU usage,CPU power,RAM usage
80,04-07-2025 20:26:55,54,82,208.2,1,5573.828,7000.98,68,136.771,43,0,82,65.659,58.835,88.397,14779
80,04-07-2025 20:26:56,53,75,182.6,1,5575.141,7000.98,63,112.379,43,0,80,69.102,65.385,93.302,14843
80,04-07-2025 20:26:57,54,69,118.7,2,5735.91,7000.98,58,122.351,43,0,82,56.426,59.139,89.307,14843
80,04-07-2025 20:26:58,54,72,120,2,5830.035,7000.98,59,125.217,43,0,82,63.514,60.661,91.592,14871
80,04-07-2025 20:26:59,53,65,141.2,2,6005.633,7000.98,67,104.099,43,0,81,68.205,62.781,90.022,14841
80,04-07-2025 20:27:00,54,61,161.7,2,6007.008,7000.98,69,109.81,43,0,80,69.188,64.973,94.117,14876
80,04-07-2025 20:27:01,54,61,168.9,1,6002.32,7000.98,60,111.888,43,0,86,75.753,72.409,101.459,14874
80,04-07-2025 20:27:02,55,57,175.4,1,5995.133,7000.98,64,116.641,43,0,86,69.981,66.108,97.589,14843
80,04-07-2025 20:27:03,55,59,192.7,1,5995.133,7000.98,64,110.324,43,0,79,64.261,56.476,85.289,14837
80,04-07-2025 20:27:04,55,62,208.2,1,6003.195,7000.98,69,111.818,43,0,78,64.7,56.52,81.275,14820
80,04-07-2025 20:27:05,55,60,193.3,1,6004.695,7000.98,62,109.821,43,0,81,66.286,59.006,85.897,14816
80,04-07-2025 20:27:06,55,52,149.5,1,6006.758,7000.98,51,98.83,43,0,90,74.683,72.189,99.169,14892
80,04-07-2025 20:27:07,55,55,151.3,1,6011.258,7000.98,53,109.948,43,0,85,67.856,63.316,95.632,14800
80,04-07-2025 20:27:08,56,59,167.4,1,6011.07,7000.98,65,113.9,43,0,82,65.01,61.456,92.998,14812
80,04-07-2025 20:27:09,56,62,163.9,1,6016.195,7000.98,65,109.111,43,0,83,68.023,60.84,90.445,14801
80,04-07-2025 20:27:10,56,56,131.5,1,6016.883,7000.98,54,104.591,43,0,87,80.862,77.446,107.066,14626
80,04-07-2025 20:27:11,56,50,117.6,1,6017.883,7000.98,53,100.805,43,0,92,87.964,84.154,112.892,14430
80,04-07-2025 20:27:12,57,53,126.9,2,6018.008,7000.98,57,111.948,43,0,88,80.792,77.451,111.616,14273
80,04-07-2025 20:27:13,57,63,148.3,2,6019.008,7000.98,71,115.98,43,0,85,71.817,65.185,99.031,14281
80,04-07-2025 20:27:14,57,65,162.9,2,6017.758,7000.98,56,115.289,43,0,85,67.411,61.909,94.561,14281
80,04-07-2025 20:27:15,57,64,160.7,2,6022.508,7000.98,57,112.885,43,0,84,68.3,60.376,92.597,14279
80,04-07-2025 20:27:16,58,66,168.9,2,6021.508,7000.98,74,118.292,43,0,82,69.407,61.767,93.326,14276
80,04-07-2025 20:27:17,58,68,170.8,1,6024.758,7000.98,67,118.353,43,0,85,65.597,60.227,92.59,14274
80,04-07-2025 20:27:18,58,63,167.9,1,6028.758,7000.98,58,116.364,43,0,82,62.994,59.152,89.143,14271
80,04-07-2025 20:27:19,59,64,153.6,2,6110.508,7000.98,64,106.217,43,0,81,66.335,58.884,88.185,14278
80,04-07-2025 20:27:20,59,64,161.4,1,6108.758,7000.98,67,108.458,43,0,85,70.093,62.063,89.859,14281
80,04-07-2025 20:27:21,58,56,145.6,1,6109.758,7000.98,60,103.588,43,0,86,77.267,72.778,103.778,14406
80,04-07-2025 20:27:22,58,53,130.9,1,6115.758,7000.98,60,108.248,43,0,88,79.549,75.713,105.257,14408
80,04-07-2025 20:27:23,59,61,147,1,6120.758,7000.98,53,108.561,43,0,86,70.968,66.623,99.488,14409
80,04-07-2025 20:27:24,59,61,153.9,1,6120.758,7000.98,60,112.294,43,0,82,70.576,63.45,95.611,14436
80,04-07-2025 20:27:25,60,67,163.6,2,6120.758,7000.98,64,113.337,43,0,84,70.458,62.917,95.449,14438
80,04-07-2025 20:27:26,60,63,160.8,1,6119.758,7000.98,71,115.775,43,0,82,69.788,64.304,97.189,14433
80,04-07-2025 20:27:27,60,66,177.9,1,6122.758,7000.98,60,108.099,43,0,86,68.691,62.722,94.839,14431
